elapsed_s,fps,ear,eye_closed,closed_dur_s,perclos,event_state,drowsy,face_detected
25.731,30.7,0.2429,0,0.000,3.22,NORMAL,0,1
25.759,30.3,0.2482,0,0.000,3.21,NORMAL,0,1
25.794,30.9,0.2462,0,0.000,3.21,NORMAL,0,1
25.824,30.6,0.2459,0,0.000,3.20,NORMAL,0,1
25.863,31.0,0.2468,0,0.000,3.19,NORMAL,0,1
25.887,30.4,0.2474,0,0.000,3.18,NORMAL,0,1
25.923,31.6,0.2506,0,0.000,3.18,NORMAL,0,1
25.958,31.2,0.2475,0,0.000,3.17,NORMAL,0,1
25.992,31.0,0.2558,0,0.000,3.16,NORMAL,0,1
26.021,30.8,0.2555,0,0.000,3.15,NORMAL,0,1
26.057,31.2,0.2583,0,0.000,3.15,NORMAL,0,1
26.087,30.9,0.2567,0,0.000,3.14,NORMAL,0,1
26.122,31.1,0.2572,0,0.000,3.13,NORMAL,0,1
26.152,30.8,0.2596,0,0.000,3.13,NORMAL,0,1
26.193,31.1,0.2559,0,0.000,3.12,NORMAL,0,1
26.231,30.4,0.2582,0,0.000,3.11,NORMAL,0,1
26.256,30.0,0.2535,0,0.000,3.10,NORMAL,0,1
26.288,31.1,0.2520,0,0.000,3.10,NORMAL,0,1
26.328,31.1,0.2330,0,0.000,3.09,NORMAL,0,1
26.356,30.4,0.0561,1,0.000,3.27,NORMAL,0,1
26.388,31.0,0.0398,1,0.032,3.48,NORMAL,0,1
26.426,31.0,0.0328,1,0.071,3.73,NORMAL,0,1
26.465,30.5,0.0434,1,0.109,3.99,NORMAL,0,1
26.486,30.0,0.1219,1,0.130,4.12,NORMAL,0,1
26.528,31.8,0.1590,1,0.172,4.39,NORMAL,0,1
26.560,31.0,0.1902,1,0.203,4.59,NORMAL,0,1
26.596,31.1,0.2055,1,0.241,4.83,NORMAL,0,1
26.634,30.7,0.2121,1,0.278,5.07,NORMAL,0,1
26.667,30.3,0.2175,0,0.000,5.06,NORMAL,0,1
26.688,30.3,0.2193,0,0.000,5.05,NORMAL,0,1
26.725,32.3,0.2224,0,0.000,5.04,NORMAL,0,1
26.754,31.7,0.2223,0,0.000,5.03,NORMAL,0,1
26.798,31.9,0.2290,0,0.000,5.01,NORMAL,0,1
26.823,31.0,0.2289,0,0.000,5.01,NORMAL,0,1
26.868,31.9,0.2316,0,0.000,4.99,NORMAL,0,1
26.887,31.0,0.2348,0,0.000,4.98,NORMAL,0,1
26.922,33.1,0.2317,0,0.000,4.97,NORMAL,0,1
26.959,32.7,0.2285,0,0.000,4.96,NORMAL,0,1
26.996,32.1,0.2357,0,0.000,4.95,NORMAL,0,1
27.023,31.7,0.2425,0,0.000,4.94,NORMAL,0,1
27.062,32.0,0.2485,0,0.000,4.93,NORMAL,0,1
27.086,31.4,0.2529,0,0.000,4.92,NORMAL,0,1
27.126,32.5,0.2555,0,0.000,4.91,NORMAL,0,1
27.155,31.7,0.2536,0,0.000,4.90,NORMAL,0,1
27.197,32.1,0.2631,0,0.000,4.88,NORMAL,0,1
27.221,31.2,0.2669,0,0.000,4.88,NORMAL,0,1
27.260,32.3,0.2623,0,0.000,4.87,NORMAL,0,1
27.287,31.7,0.2656,0,0.000,4.86,NORMAL,0,1
27.320,32.2,0.2535,0,0.000,4.85,NORMAL,0,1
27.353,32.0,0.2579,0,0.000,4.84,NORMAL,0,1
27.392,31.8,0.2677,0,0.000,4.82,NORMAL,0,1
27.420,31.2,0.2760,0,0.000,4.82,NORMAL,0,1
27.462,31.6,0.2842,0,0.000,4.80,NORMAL,0,1
27.486,30.8,0.2836,0,0.000,4.80,NORMAL,0,1
27.527,32.0,0.2839,0,0.000,4.78,NORMAL,0,1
27.553,31.2,0.2874,0,0.000,4.78,NORMAL,0,1
27.586,32.0,0.2907,0,0.000,4.77,NORMAL,0,1
27.620,31.8,0.2930,0,0.000,4.76,NORMAL,0,1
27.657,31.6,0.2956,0,0.000,4.74,NORMAL,0,1
27.691,31.1,0.2959,0,0.000,4.73,NORMAL,0,1
27.726,30.9,0.2978,0,0.000,4.72,NORMAL,0,1
27.759,30.7,0.3012,0,0.000,4.71,NORMAL,0,1
27.795,30.6,0.3021,0,0.000,4.70,NORMAL,0,1
27.820,30.4,0.3044,0,0.000,4.70,NORMAL,0,1
27.864,31.4,0.3101,0,0.000,4.68,NORMAL,0,1
27.889,30.5,0.3186,0,0.000,4.68,NORMAL,0,1
27.927,31.5,0.3181,0,0.000,4.67,NORMAL,0,1
27.955,31.0,0.3150,0,0.000,4.66,NORMAL,0,1
27.994,31.5,0.3182,0,0.000,4.65,NORMAL,0,1
28.020,30.9,0.3209,0,0.000,4.64,NORMAL,0,1
28.058,31.5,0.3233,0,0.000,4.63,NORMAL,0,1
28.088,31.1,0.3152,0,0.000,4.62,NORMAL,0,1
28.124,31.3,0.3081,0,0.000,4.61,NORMAL,0,1
28.153,30.9,0.3082,0,0.000,4.60,NORMAL,0,1
28.198,31.2,0.3048,0,0.000,4.59,NORMAL,0,1
28.230,30.4,0.3026,0,0.000,4.58,NORMAL,0,1
28.265,30.4,0.3015,0,0.000,4.57,NORMAL,0,1
28.286,30.2,0.3043,0,0.000,4.56,NORMAL,0,1
28.326,32.0,0.3178,0,0.000,4.55,NORMAL,0,1
28.354,31.3,0.3167,0,0.000,4.55,NORMAL,0,1
28.399,31.8,0.3127,0,0.000,4.53,NORMAL,0,1
28.424,30.8,0.3004,0,0.000,4.53,NORMAL,0,1
28.458,31.6,0.2982,0,0.000,4.52,NORMAL,0,1
28.496,31.5,0.2984,0,0.000,4.51,NORMAL,0,1
28.530,30.9,0.2995,0,0.000,4.50,NORMAL,0,1
28.566,30.8,0.3027,0,0.000,4.49,NORMAL,0,1
28.588,30.5,0.3007,0,0.000,4.48,NORMAL,0,1
28.622,31.9,0.3001,0,0.000,4.47,NORMAL,0,1
28.657,31.8,0.2974,0,0.000,4.46,NORMAL,0,1
28.688,31.4,0.2913,0,0.000,4.46,NORMAL,0,1
28.728,31.5,0.2931,0,0.000,4.45,NORMAL,0,1
28.763,30.8,0.2922,0,0.000,4.44,NORMAL,0,1
28.793,30.6,0.2959,0,0.000,4.43,NORMAL,0,1
28.829,30.9,0.2907,0,0.000,4.42,NORMAL,0,1
28.870,30.6,0.2938,0,0.000,4.41,NORMAL,0,1
28.893,30.0,0.3073,0,0.000,4.40,NORMAL,0,1
28.929,31.3,0.3081,0,0.000,4.39,NORMAL,0,1
28.963,30.9,0.2820,0,0.000,4.39,NORMAL,0,1
29.005,30.8,0.2575,0,0.000,4.37,NORMAL,0,1
29.029,30.1,0.2466,0,0.000,4.37,NORMAL,0,1
29.059,31.4,0.2512,0,0.000,4.36,NORMAL,0,1
29.093,31.6,0.2570,0,0.000,4.35,NORMAL,0,1
29.126,31.4,0.2554,0,0.000,4.34,NORMAL,0,1
29.157,31.2,0.2498,0,0.000,4.34,NORMAL,0,1
29.201,31.3,0.2500,0,0.000,4.33,NORMAL,0,1
29.228,30.5,0.2542,0,0.000,4.32,NORMAL,0,1
29.256,31.3,0.2551,0,0.000,4.31,NORMAL,0,1
29.287,31.6,0.2626,0,0.000,4.30,NORMAL,0,1
29.328,31.7,0.2653,0,0.000,4.30,NORMAL,0,1
29.356,31.0,0.2670,0,0.000,4.29,NORMAL,0,1
29.395,31.4,0.2663,0,0.000,4.28,NORMAL,0,1
29.422,30.8,0.2599,0,0.000,4.27,NORMAL,0,1
29.456,31.4,0.2467,0,0.000,4.26,NORMAL,0,1
29.488,31.3,0.2478,0,0.000,4.26,NORMAL,0,1
29.533,31.2,0.2507,0,0.000,4.25,NORMAL,0,1
29.556,30.3,0.2530,0,0.000,4.24,NORMAL,0,1
29.590,31.6,0.2444,0,0.000,4.23,NORMAL,0,1
29.626,31.5,0.1511,1,0.000,4.42,NORMAL,0,1
29.662,31.1,0.0486,1,0.036,4.62,NORMAL,0,1
29.694,30.7,0.0340,1,0.068,4.79,NORMAL,0,1
29.725,30.8,0.0335,1,0.098,4.95,NORMAL,0,1
29.754,31.0,0.0242,1,0.129,5.11,NORMAL,0,1
29.795,31.2,0.0238,1,0.170,5.32,NORMAL,0,1
29.822,30.5,0.0683,1,0.196,5.45,NORMAL,0,1
29.862,31.4,0.1541,1,0.237,5.67,NORMAL,0,1
29.886,30.7,0.2135,0,0.000,5.66,NORMAL,0,1
29.926,31.8,0.2319,0,0.000,5.65,NORMAL,0,1
29.957,31.1,0.2476,0,0.000,5.64,NORMAL,0,1
29.999,31.2,0.2513,0,0.000,5.63,NORMAL,0,1
30.021,30.5,0.2636,0,0.000,5.62,NORMAL,0,1
30.057,32.0,0.2765,0,0.000,5.61,NORMAL,0,1
30.089,31.6,0.2864,0,0.000,5.60,NORMAL,0,1
30.128,31.5,0.2893,0,0.000,5.59,NORMAL,0,1
30.154,30.9,0.2975,0,0.000,5.58,NORMAL,0,1
30.197,31.7,0.3021,0,0.000,5.57,NORMAL,0,1
30.227,30.9,0.3090,0,0.000,5.56,NORMAL,0,1
30.257,31.1,0.2996,0,0.000,5.55,NORMAL,0,1
30.303,31.4,0.2941,0,0.000,5.54,NORMAL,0,1
30.330,30.4,0.2946,0,0.000,5.53,NORMAL,0,1
30.362,31.1,0.3060,0,0.000,5.52,NORMAL,0,1
30.395,31.0,0.3100,0,0.000,5.51,NORMAL,0,1
30.433,30.9,0.3054,0,0.000,5.50,NORMAL,0,1
30.460,30.6,0.2926,0,0.000,5.49,NORMAL,0,1
30.492,31.1,0.2954,0,0.000,5.48,NORMAL,0,1
30.532,31.2,0.2951,0,0.000,5.47,NORMAL,0,1
30.556,30.5,0.2912,0,0.000,5.46,NORMAL,0,1
30.595,31.8,0.2920,0,0.000,5.45,NORMAL,0,1
30.628,31.1,0.2963,0,0.000,5.44,NORMAL,0,1
30.661,31.2,0.2984,0,0.000,5.43,NORMAL,0,1
30.689,31.0,0.2952,0,0.000,5.42,NORMAL,0,1
30.728,31.5,0.2942,0,0.000,5.41,NORMAL,0,1
30.759,30.9,0.2980,0,0.000,5.40,NORMAL,0,1
30.794,31.1,0.3007,0,0.000,5.39,NORMAL,0,1
30.826,30.8,0.3089,0,0.000,5.38,NORMAL,0,1
30.865,30.9,0.3021,0,0.000,5.37,NORMAL,0,1
30.896,30.3,0.3132,0,0.000,5.36,NORMAL,0,1
30.927,30.5,0.3032,0,0.000,5.36,NORMAL,0,1
30.963,30.7,0.3031,0,0.000,5.35,NORMAL,0,1
30.992,30.4,0.3071,0,0.000,5.34,NORMAL,0,1
31.030,30.9,0.3035,0,0.000,5.33,NORMAL,0,1
31.058,30.4,0.3066,0,0.000,5.32,NORMAL,0,1
31.090,30.9,0.3141,0,0.000,5.31,NORMAL,0,1
31.126,31.0,0.2986,0,0.000,5.30,NORMAL,0,1
31.161,30.7,0.2981,0,0.000,5.29,NORMAL,0,1
31.198,30.4,0.2932,0,0.000,5.28,NORMAL,0,1
31.222,30.2,0.2936,0,0.000,5.27,NORMAL,0,1
31.260,31.1,0.2929,0,0.000,5.26,NORMAL,0,1
31.289,30.7,0.2967,0,0.000,5.26,NORMAL,0,1
31.325,31.0,0.2933,0,0.000,5.25,NORMAL,0,1
31.359,30.7,0.2954,0,0.000,5.24,NORMAL,0,1
31.394,30.6,0.2941,0,0.000,5.23,NORMAL,0,1
31.423,30.4,0.2705,0,0.000,5.22,NORMAL,0,1
31.459,30.8,0.2513,0,0.000,5.21,NORMAL,0,1
31.490,30.5,0.2521,0,0.000,5.20,NORMAL,0,1
31.532,30.6,0.2525,0,0.000,5.19,NORMAL,0,1
31.556,30.0,0.2527,0,0.000,5.19,NORMAL,0,1
31.594,31.0,0.2558,0,0.000,5.18,NORMAL,0,1
31.624,30.6,0.2522,0,0.000,5.17,NORMAL,0,1
31.656,30.9,0.2556,0,0.000,5.16,NORMAL,0,1
31.693,30.9,0.2583,0,0.000,5.15,NORMAL,0,1
31.728,30.5,0.2538,0,0.000,5.14,NORMAL,0,1
31.761,30.4,0.2617,0,0.000,5.13,NORMAL,0,1
31.796,30.3,0.2653,0,0.000,5.12,NORMAL,0,1
31.823,30.2,0.2680,0,0.000,5.12,NORMAL,0,1
31.864,30.8,0.2729,0,0.000,5.11,NORMAL,0,1
31.895,30.2,0.2788,0,0.000,5.10,NORMAL,0,1
31.927,30.5,0.2785,0,0.000,5.09,NORMAL,0,1
31.956,30.5,0.2839,0,0.000,5.08,NORMAL,0,1
32.000,30.8,0.2875,0,0.000,5.07,NORMAL,0,1
32.027,30.0,0.2858,0,0.000,5.07,NORMAL,0,1
32.057,30.8,0.2832,0,0.000,5.06,NORMAL,0,1
32.088,30.9,0.2858,0,0.000,5.05,NORMAL,0,1
32.123,31.1,0.2869,0,0.000,5.04,NORMAL,0,1
32.155,30.8,0.2905,0,0.000,5.03,NORMAL,0,1
32.198,31.0,0.2913,0,0.000,5.02,NORMAL,0,1
32.226,30.2,0.2883,0,0.000,5.02,NORMAL,0,1
32.263,30.7,0.2824,0,0.000,5.01,NORMAL,0,1
32.297,30.3,0.2738,0,0.000,5.00,NORMAL,0,1
32.326,30.2,0.2612,0,0.000,4.99,NORMAL,0,1
32.356,30.7,0.2635,0,0.000,4.99,NORMAL,0,1
32.389,30.9,0.2598,0,0.000,4.98,NORMAL,0,1
32.423,30.9,0.2600,0,0.000,4.97,NORMAL,0,1
32.457,30.7,0.2010,0,0.000,4.96,NORMAL,0,1
32.491,30.7,0.1437,1,0.000,5.11,NORMAL,0,1
32.533,30.6,0.1710,1,0.043,5.31,NORMAL,0,1
32.559,29.8,0.2038,1,0.068,5.42,NORMAL,0,1
32.591,30.9,0.2152,0,0.000,5.41,NORMAL,0,1
32.629,30.9,0.2232,0,0.000,5.40,NORMAL,0,1
32.660,30.5,0.2293,0,0.000,5.40,NORMAL,0,1
32.694,30.6,0.2351,0,0.000,5.39,NORMAL,0,1
32.724,30.4,0.2382,0,0.000,5.38,NORMAL,0,1
32.759,30.8,0.2445,0,0.000,5.37,NORMAL,0,1
32.790,30.6,0.2434,0,0.000,5.36,NORMAL,0,1
32.832,30.7,0.2457,0,0.000,5.35,NORMAL,0,1
32.864,30.0,0.2495,0,0.000,5.34,NORMAL,0,1
32.888,30.1,0.2532,0,0.000,5.34,NORMAL,0,1
32.927,31.3,0.2572,0,0.000,5.33,NORMAL,0,1
32.955,30.8,0.2597,0,0.000,5.32,NORMAL,0,1
32.994,31.2,0.2616,0,0.000,5.31,NORMAL,0,1
33.023,30.6,0.2630,0,0.000,5.30,NORMAL,0,1
33.064,31.0,0.2772,0,0.000,5.29,NORMAL,0,1
33.088,30.4,0.2796,0,0.000,5.29,NORMAL,0,1
33.128,31.4,0.2609,0,0.000,5.28,NORMAL,0,1
33.158,30.8,0.2911,0,0.000,5.27,NORMAL,0,1
33.198,31.0,0.2913,0,0.000,5.26,NORMAL,0,1
33.224,30.5,0.2891,0,0.000,5.25,NORMAL,0,1
33.265,31.1,0.2932,0,0.000,5.24,NORMAL,0,1
33.291,30.4,0.2935,0,0.000,5.24,NORMAL,0,1
33.332,31.2,0.2972,0,0.000,5.23,NORMAL,0,1
33.359,30.5,0.3018,0,0.000,5.22,NORMAL,0,1
33.397,31.1,0.3102,0,0.000,5.21,NORMAL,0,1
33.426,30.7,0.3199,0,0.000,5.21,NORMAL,0,1
33.458,31.1,0.3230,0,0.000,5.20,NORMAL,0,1
33.501,31.2,0.3243,0,0.000,5.19,NORMAL,0,1
33.534,30.4,0.3085,0,0.000,5.18,NORMAL,0,1
33.560,30.3,0.3098,0,0.000,5.17,NORMAL,0,1
33.590,31.2,0.3077,0,0.000,5.17,NORMAL,0,1
33.622,31.4,0.3022,0,0.000,5.16,NORMAL,0,1
33.658,31.4,0.3047,0,0.000,5.15,NORMAL,0,1
33.694,31.0,0.2969,0,0.000,5.14,NORMAL,0,1
33.728,30.7,0.2963,0,0.000,5.13,NORMAL,0,1
33.760,30.6,0.2943,0,0.000,5.13,NORMAL,0,1
33.791,30.6,0.2958,0,0.000,5.12,NORMAL,0,1
33.825,30.8,0.3004,0,0.000,5.11,NORMAL,0,1
33.895,30.7,0.3044,0,0.000,5.10,NORMAL,0,1
33.912,29.1,0.3054,0,0.000,5.09,NORMAL,0,1
33.933,32.0,0.3131,0,0.000,5.09,NORMAL,0,1
33.968,33.4,0.3244,0,0.000,5.08,NORMAL,0,1
33.998,33.1,0.3243,0,0.000,5.07,NORMAL,0,1
34.030,33.0,0.3240,0,0.000,5.07,NORMAL,0,1
34.063,32.9,0.3237,0,0.000,5.06,NORMAL,0,1
34.089,32.6,0.3165,0,0.000,5.05,NORMAL,0,1
34.127,33.1,0.2993,0,0.000,5.04,NORMAL,0,1
34.159,32.5,0.3004,0,0.000,5.04,NORMAL,0,1
34.196,32.3,0.3000,0,0.000,5.03,NORMAL,0,1
34.224,31.7,0.2956,0,0.000,5.02,NORMAL,0,1
34.271,32.4,0.2963,0,0.000,5.01,NORMAL,0,1
34.437,31.2,0.2984,0,0.000,4.97,NORMAL,0,1
34.464,28.7,0.2986,0,0.000,4.97,NORMAL,0,1
34.494,29.5,0.3001,0,0.000,4.96,NORMAL,0,1
34.513,30.1,0.3073,0,0.000,4.96,NORMAL,0,1
34.527,32.3,0.3082,0,0.000,4.96,NORMAL,0,1
34.560,36.5,0.3150,0,0.000,4.95,NORMAL,0,1
34.601,35.7,0.3063,0,0.000,4.94,NORMAL,0,1
34.622,34.6,0.2852,0,0.000,4.93,NORMAL,0,1
34.659,35.9,0.2653,0,0.000,4.93,NORMAL,0,1
34.689,35.0,0.2654,0,0.000,4.92,NORMAL,0,1
34.728,34.8,0.2645,0,0.000,4.91,NORMAL,0,1
34.757,33.9,0.2640,0,0.000,4.91,NORMAL,0,1
34.791,34.0,0.2632,0,0.000,4.90,NORMAL,0,1
34.823,33.5,0.2621,0,0.000,4.89,NORMAL,0,1
34.857,33.2,0.2580,0,0.000,4.88,NORMAL,0,1
34.890,32.9,0.2634,0,0.000,4.88,NORMAL,0,1
34.938,32.7,0.2749,0,0.000,4.87,NORMAL,0,1
34.960,31.5,0.2768,0,0.000,4.86,NORMAL,0,1
34.995,32.7,0.2822,0,0.000,4.86,NORMAL,0,1
35.028,32.4,0.2871,0,0.000,4.85,NORMAL,0,1
35.057,32.1,0.2868,0,0.000,4.84,NORMAL,0,1
35.090,32.4,0.2872,0,0.000,4.84,NORMAL,0,1
35.126,32.1,0.2927,0,0.000,4.83,NORMAL,0,1
35.159,31.8,0.2943,0,0.000,4.82,NORMAL,0,1
35.191,31.5,0.2929,0,0.000,4.81,NORMAL,0,1
35.226,31.6,0.2968,0,0.000,4.81,NORMAL,0,1
35.274,31.3,0.2985,0,0.000,4.80,NORMAL,0,1
35.293,30.2,0.2987,0,0.000,4.79,NORMAL,0,1
35.327,32.9,0.3017,0,0.000,4.79,NORMAL,0,1
35.356,32.4,0.2985,0,0.000,4.78,NORMAL,0,1
35.392,32.6,0.3011,0,0.000,4.77,NORMAL,0,1
35.423,32.2,0.3000,0,0.000,4.77,NORMAL,0,1
35.460,32.2,0.2985,0,0.000,4.76,NORMAL,0,1
35.491,31.7,0.2971,0,0.000,4.75,NORMAL,0,1
35.532,31.8,0.2968,0,0.000,4.75,NORMAL,0,1
35.557,31.0,0.2939,0,0.000,4.74,NORMAL,0,1
35.599,31.9,0.2936,0,0.000,4.73,NORMAL,0,1
35.629,31.2,0.2911,0,0.000,4.73,NORMAL,0,1
35.658,31.4,0.2962,0,0.000,4.72,NORMAL,0,1
35.692,31.5,0.2982,0,0.000,4.71,NORMAL,0,1
35.727,31.4,0.3031,0,0.000,4.71,NORMAL,0,1
35.762,31.1,0.3013,0,0.000,4.70,NORMAL,0,1
35.794,30.9,0.3036,0,0.000,4.69,NORMAL,0,1
35.825,30.8,0.2954,0,0.000,4.69,NORMAL,0,1
35.864,31.0,0.2910,0,0.000,4.68,NORMAL,0,1
35.894,30.5,0.2969,0,0.000,4.67,NORMAL,0,1
35.936,30.7,0.2925,0,0.000,4.67,NORMAL,0,1
35.958,30.0,0.2926,0,0.000,4.66,NORMAL,0,1
36.001,31.5,0.2879,0,0.000,4.65,NORMAL,0,1
36.024,30.7,0.2858,0,0.000,4.65,NORMAL,0,1
36.057,32.3,0.2896,0,0.000,4.64,NORMAL,0,1
36.090,32.0,0.2883,0,0.000,4.64,NORMAL,0,1
36.131,31.8,0.2794,0,0.000,4.63,NORMAL,0,1
36.163,31.2,0.2806,0,0.000,4.62,NORMAL,0,1
36.201,31.1,0.2746,0,0.000,4.62,NORMAL,0,1
36.226,30.6,0.2695,0,0.000,4.61,NORMAL,0,1
36.267,31.5,0.2730,0,0.000,4.60,NORMAL,0,1
36.292,30.8,0.2756,0,0.000,4.60,NORMAL,0,1
36.328,31.7,0.2839,0,0.000,4.59,NORMAL,0,1
36.357,31.3,0.2849,0,0.000,4.59,NORMAL,0,1
36.393,31.6,0.2684,0,0.000,4.58,NORMAL,0,1
36.431,31.3,0.2109,0,0.000,4.57,NORMAL,0,1
36.458,30.7,0.1836,0,0.000,4.57,NORMAL,0,1
36.491,31.4,0.2101,0,0.000,4.56,NORMAL,0,1
36.530,31.3,0.2216,0,0.000,4.56,NORMAL,0,1
36.562,30.8,0.2324,0,0.000,4.55,NORMAL,0,1
36.599,30.7,0.2385,0,0.000,4.54,NORMAL,0,1
36.625,30.4,0.2464,0,0.000,4.54,NORMAL,0,1
36.668,31.4,0.2528,0,0.000,4.53,NORMAL,0,1
36.688,30.5,0.2552,0,0.000,4.53,NORMAL,0,1
36.726,32.4,0.2589,0,0.000,4.52,NORMAL,0,1
36.764,31.8,0.2629,0,0.000,4.51,NORMAL,0,1
36.789,31.3,0.2590,0,0.000,4.51,NORMAL,0,1
36.831,32.1,0.2651,0,0.000,4.50,NORMAL,0,1
36.861,31.3,0.2693,0,0.000,4.50,NORMAL,0,1
36.897,31.6,0.2679,0,0.000,4.49,NORMAL,0,1
36.932,31.2,0.2706,0,0.000,4.48,NORMAL,0,1
36.955,30.9,0.2644,0,0.000,4.48,NORMAL,0,1
36.996,32.2,0.2659,0,0.000,4.47,NORMAL,0,1
37.022,31.5,0.2697,0,0.000,4.47,NORMAL,0,1
37.064,32.0,0.2848,0,0.000,4.46,NORMAL,0,1
37.088,31.2,0.2831,0,0.000,4.46,NORMAL,0,1
37.124,32.2,0.2700,0,0.000,4.45,NORMAL,0,1
37.155,31.7,0.2734,0,0.000,4.44,NORMAL,0,1
37.191,31.9,0.2723,0,0.000,4.44,NORMAL,0,1
37.231,31.5,0.2755,0,0.000,4.43,NORMAL,0,1
37.266,30.8,0.2788,0,0.000,4.42,NORMAL,0,1
37.300,30.6,0.2798,0,0.000,4.42,NORMAL,0,1
37.347,30.5,0.2816,0,0.000,4.41,NORMAL,0,1
37.362,29.6,0.2879,0,0.000,4.41,NORMAL,0,1
37.401,32.9,0.2919,0,0.000,4.40,NORMAL,0,1
37.431,32.1,0.2961,0,0.000,4.40,NORMAL,0,1
37.464,32.3,0.3047,0,0.000,4.39,NORMAL,0,1
37.496,32.1,0.3141,0,0.000,4.38,NORMAL,0,1
37.538,32.0,0.3041,0,0.000,4.38,NORMAL,0,1
37.570,31.3,0.2944,0,0.000,4.37,NORMAL,0,1
37.604,31.2,0.2849,0,0.000,4.37,NORMAL,0,1
37.633,31.0,0.2914,0,0.000,4.36,NORMAL,0,1
37.663,31.3,0.2967,0,0.000,4.36,NORMAL,0,1
37.698,31.6,0.3023,0,0.000,4.35,NORMAL,0,1
37.728,31.3,0.3045,0,0.000,4.35,NORMAL,0,1
37.763,31.4,0.2952,0,0.000,4.34,NORMAL,0,1
37.798,31.2,0.2981,0,0.000,4.33,NORMAL,0,1
37.827,30.9,0.3032,0,0.000,4.33,NORMAL,0,1
37.870,31.3,0.3091,0,0.000,4.32,NORMAL,0,1
37.895,30.5,0.3058,0,0.000,4.32,NORMAL,0,1
37.930,31.5,0.2934,0,0.000,4.31,NORMAL,0,1
37.962,31.2,0.3115,0,0.000,4.31,NORMAL,0,1
38.005,31.3,0.3342,0,0.000,4.30,NORMAL,0,1
38.031,30.4,0.3482,0,0.000,4.30,NORMAL,0,1
38.060,31.3,0.3472,0,0.000,4.29,NORMAL,0,1
38.098,31.5,0.3494,0,0.000,4.28,NORMAL,0,1
38.139,31.0,0.3553,0,0.000,4.28,NORMAL,0,1
38.170,30.4,0.3616,0,0.000,4.27,NORMAL,0,1
38.202,30.7,0.3591,0,0.000,4.27,NORMAL,0,1
38.233,30.6,0.3564,0,0.000,4.26,NORMAL,0,1
38.275,30.8,0.3596,0,0.000,4.26,NORMAL,0,1
38.293,30.1,0.3670,0,0.000,4.25,NORMAL,0,1
38.338,32.4,0.3618,0,0.000,4.25,NORMAL,0,1
38.403,31.5,0.3664,0,0.000,4.24,NORMAL,0,1
38.416,29.8,0.3735,0,0.000,4.23,NORMAL,0,1
38.432,34.5,0.3679,0,0.000,4.23,NORMAL,0,1
38.469,37.5,0.3689,0,0.000,4.23,NORMAL,0,1
38.501,36.5,0.3832,0,0.000,4.22,NORMAL,0,1
38.534,35.9,0.3768,0,0.000,4.22,NORMAL,0,1
38.563,35.4,0.3838,0,0.000,4.21,NORMAL,0,1
38.597,35.3,0.3866,0,0.000,4.21,NORMAL,0,1
38.626,34.8,0.3864,0,0.000,4.20,NORMAL,0,1
38.666,34.7,0.3884,0,0.000,4.19,NORMAL,0,1
38.694,33.7,0.3782,0,0.000,4.19,NORMAL,0,1
38.734,33.9,0.3801,0,0.000,4.18,NORMAL,0,1
38.759,33.1,0.3807,0,0.000,4.18,NORMAL,0,1
38.793,33.7,0.3835,0,0.000,4.18,NORMAL,0,1
38.831,33.2,0.3799,0,0.000,4.17,NORMAL,0,1
38.868,32.6,0.3693,0,0.000,4.16,NORMAL,0,1
38.893,32.0,0.3759,0,0.000,4.16,NORMAL,0,1
38.936,32.8,0.3559,0,0.000,4.15,NORMAL,0,1
38.961,31.9,0.3422,0,0.000,4.15,NORMAL,0,1
38.998,32.8,0.3470,0,0.000,4.14,NORMAL,0,1
39.033,32.1,0.3405,0,0.000,4.14,NORMAL,0,1
39.069,31.8,0.3495,0,0.000,4.13,NORMAL,0,1
39.100,31.4,0.3450,0,0.000,4.13,NORMAL,0,1
39.134,31.5,0.3448,0,0.000,4.12,NORMAL,0,1
39.166,31.3,0.3457,0,0.000,4.12,NORMAL,0,1
39.205,31.2,0.3517,0,0.000,4.11,NORMAL,0,1
39.226,30.7,0.3592,0,0.000,4.11,NORMAL,0,1
39.269,32.7,0.3646,0,0.000,4.10,NORMAL,0,1
39.292,31.7,0.3678,0,0.000,4.10,NORMAL,0,1
39.330,32.8,0.3679,0,0.000,4.09,NORMAL,0,1
39.370,32.2,0.3666,0,0.000,4.09,NORMAL,0,1
39.393,31.5,0.3624,0,0.000,4.08,NORMAL,0,1
39.424,32.7,0.3498,0,0.000,4.08,NORMAL,0,1
39.465,32.6,0.3183,0,0.000,4.07,NORMAL,0,1
39.499,31.9,0.3345,0,0.000,4.07,NORMAL,0,1
39.536,31.5,0.3717,0,0.000,4.06,NORMAL,0,1
39.561,31.1,0.3855,0,0.000,4.06,NORMAL,0,1
39.596,31.9,0.3956,0,0.000,4.06,NORMAL,0,1
39.628,31.7,0.3904,0,0.000,4.05,NORMAL,0,1
39.671,31.6,0.4149,0,0.000,4.04,NORMAL,0,1
39.695,30.8,0.4235,0,0.000,4.04,NORMAL,0,1
39.735,31.9,0.4100,0,0.000,4.04,NORMAL,0,1
39.759,31.2,0.4041,0,0.000,4.03,NORMAL,0,1
39.804,32.3,0.4167,0,0.000,4.03,NORMAL,0,1
39.825,31.3,0.4014,0,0.000,4.02,NORMAL,0,1
39.865,32.7,0.3479,0,0.000,4.02,NORMAL,0,1
