elapsed_s,fps,ear,eye_closed,closed_dur_s,perclos,state,cause,face_detected
20.439,30.4,0.0393,1,0.042,0.76,NORMAL,INSTANT,1
20.467,29.7,0.0427,1,0.070,1.06,NORMAL,INSTANT,1
20.501,30.3,0.0389,1,0.104,1.42,NORMAL,INSTANT,1
20.531,30.2,0.0395,1,0.135,1.75,NORMAL,INSTANT,1
20.566,30.5,0.0401,1,0.168,2.09,NORMAL,INSTANT,1
20.595,30.4,0.0405,1,0.199,2.41,NORMAL,INSTANT,1
20.633,30.6,0.0437,1,0.237,2.80,NORMAL,INSTANT,1
20.663,30.2,0.0434,1,0.266,3.10,NORMAL,INSTANT,1
20.701,30.6,0.0403,1,0.304,3.49,NORMAL,INSTANT,1
20.731,30.1,0.0446,1,0.335,3.79,NORMAL,INSTANT,1
20.774,30.4,0.0397,1,0.378,4.23,NORMAL,INSTANT,1
20.797,29.7,0.0451,1,0.400,4.44,NORMAL,INSTANT,1
20.836,31.3,0.0437,1,0.437,4.82,WARNING,INSTANT,1
20.865,30.9,0.0437,1,0.469,5.12,WARNING,INSTANT,1
20.897,31.0,0.0402,1,0.500,5.43,WARNING,INSTANT,1
20.931,31.1,0.0410,1,0.534,5.76,WARNING,INSTANT,1
20.965,30.9,0.0406,1,0.568,6.09,WARNING,INSTANT,1
20.999,30.7,0.0436,1,0.602,6.41,WARNING,INSTANT,1
21.037,30.6,0.0416,1,0.639,6.76,WARNING,INSTANT,1
21.063,30.2,0.0406,1,0.666,7.01,WARNING,INSTANT,1
21.107,31.0,0.0412,1,0.710,7.43,WARNING,INSTANT,1
21.130,30.1,0.0415,1,0.733,7.64,WARNING,INSTANT,1
21.164,31.4,0.0397,1,0.768,7.96,WARNING,INSTANT,1
21.201,31.2,0.0400,1,0.805,8.30,WARNING,INSTANT,1
21.233,30.8,0.0395,1,0.837,8.59,WARNING,INSTANT,1
21.261,30.8,0.0424,1,0.865,8.84,WARNING,INSTANT,1
21.300,31.3,0.0448,1,0.904,9.19,WARNING,INSTANT,1
21.336,30.8,0.0417,1,0.939,9.51,WARNING,INSTANT,1
21.365,30.5,0.0435,1,0.969,9.77,WARNING,INSTANT,1
21.399,30.8,0.0440,1,1.002,10.07,CRITICAL,INSTANT,1
21.442,30.7,0.0444,1,1.045,10.44,CRITICAL,INSTANT,1
21.464,30.0,0.0439,1,1.068,10.64,CRITICAL,INSTANT,1
21.498,31.4,0.0465,1,1.102,10.93,CRITICAL,INSTANT,1
21.530,31.2,0.0477,1,1.132,11.20,CRITICAL,INSTANT,1
21.565,31.4,0.0462,1,1.168,11.51,CRITICAL,INSTANT,1
21.596,31.0,0.0442,1,1.199,11.77,CRITICAL,INSTANT,1
21.633,31.1,0.0434,1,1.237,12.08,CRITICAL,INSTANT,1
21.669,30.7,0.0424,1,1.273,12.38,CRITICAL,INSTANT,1
21.698,30.4,0.0435,1,1.302,12.62,CRITICAL,INSTANT,1
21.729,30.8,0.0415,1,1.332,12.88,CRITICAL,INSTANT,1
21.785,31.0,0.0402,1,1.389,13.34,CRITICAL,INSTANT,1
21.831,29.7,0.0414,1,1.434,13.71,CRITICAL,INSTANT,1
21.847,28.9,0.0401,1,1.451,13.84,CRITICAL,INSTANT,1
21.864,32.1,0.0417,1,1.467,13.97,CRITICAL,INSTANT,1
21.907,35.0,0.0433,1,1.510,14.32,CRITICAL,INSTANT,1
21.929,33.8,0.0420,1,1.532,14.50,CRITICAL,INSTANT,1
21.964,34.9,0.0444,1,1.568,14.78,CRITICAL,INSTANT,1
22.003,34.2,0.0469,1,1.606,15.08,CRITICAL,INSTANT,1
22.031,33.4,0.0432,1,1.634,15.30,CRITICAL,INSTANT,1
22.068,33.6,0.0439,1,1.671,15.58,CRITICAL,INSTANT,1
22.101,33.0,0.0900,1,1.705,15.84,CRITICAL,INSTANT,1
22.129,32.7,0.2039,1,1.733,16.06,CRITICAL,INSTANT,1
22.166,33.0,0.2737,0,0.000,16.00,CRITICAL,PERCLOS,1
22.196,32.4,0.2981,0,0.000,15.96,CRITICAL,PERCLOS,1
22.235,32.5,0.3114,0,0.000,15.91,CRITICAL,PERCLOS,1
22.266,31.8,0.3264,0,0.000,15.86,CRITICAL,PERCLOS,1
22.300,31.9,0.3287,0,0.000,15.81,CRITICAL,PERCLOS,1
22.335,31.6,0.3402,0,0.000,15.76,CRITICAL,PERCLOS,1
22.365,31.3,0.3487,0,0.000,15.72,CRITICAL,PERCLOS,1
22.396,31.5,0.3540,0,0.000,15.68,CRITICAL,PERCLOS,1
22.434,31.5,0.3588,0,0.000,15.62,CRITICAL,PERCLOS,1
22.468,31.0,0.3585,0,0.000,15.58,CRITICAL,PERCLOS,1
22.496,30.9,0.3565,0,0.000,15.54,CRITICAL,PERCLOS,1
22.528,31.4,0.3592,0,0.000,15.49,CRITICAL,PERCLOS,1
22.577,31.3,0.3605,0,0.000,15.43,CRITICAL,PERCLOS,1
22.599,30.3,0.3605,0,0.000,15.40,CRITICAL,PERCLOS,1
22.645,31.8,0.3551,0,0.000,15.34,CRITICAL,PERCLOS,1
22.668,30.8,0.3551,0,0.000,15.31,CRITICAL,PERCLOS,1
22.703,32.1,0.3375,0,0.000,15.26,CRITICAL,PERCLOS,1
22.730,31.7,0.3386,0,0.000,15.23,CRITICAL,PERCLOS,1
22.765,32.3,0.3300,0,0.000,15.18,CRITICAL,PERCLOS,1
22.798,31.9,0.3346,0,0.000,15.14,CRITICAL,PERCLOS,1
22.839,31.7,0.3310,0,0.000,15.08,CRITICAL,PERCLOS,1
22.874,31.0,0.3289,0,0.000,15.04,CRITICAL,PERCLOS,1
22.909,30.7,0.3219,0,0.000,14.99,NORMAL,INSTANT,1
22.930,30.6,0.3326,0,0.000,14.97,NORMAL,INSTANT,1
22.967,32.1,0.3257,0,0.000,14.92,NORMAL,INSTANT,1
22.998,31.6,0.3286,0,0.000,14.88,NORMAL,INSTANT,1
23.031,31.6,0.3312,0,0.000,14.84,NORMAL,INSTANT,1
23.064,31.5,0.3400,0,0.000,14.80,NORMAL,INSTANT,1
23.099,31.5,0.3383,0,0.000,14.75,NORMAL,INSTANT,1
23.138,31.1,0.3314,0,0.000,14.71,NORMAL,INSTANT,1
23.166,30.6,0.3310,0,0.000,14.67,NORMAL,INSTANT,1
23.197,31.1,0.3330,0,0.000,14.63,NORMAL,INSTANT,1
23.240,31.2,0.3375,0,0.000,14.58,NORMAL,INSTANT,1
23.266,30.4,0.3352,0,0.000,14.55,NORMAL,INSTANT,1
23.301,31.3,0.3359,0,0.000,14.51,NORMAL,INSTANT,1
23.332,30.9,0.3340,0,0.000,14.47,NORMAL,INSTANT,1
23.368,31.1,0.3332,0,0.000,14.43,NORMAL,INSTANT,1
